Age,Attrition,Business Travel,Daily Rate,Department,Education Field,Employee Number,Gender,Hourly Rate,Job Level,Job Role,Marital Status,Monthly Income,Monthly Rate,Over Time,Percent Salary Hike,Performance Rating,Standard Hours,Total Working Years,Years At Company,Years In Current Role
37,No,Travel Rarely,571,Research & Development,Life Sciences,802,Female,82,1,Research Scientist,Divorced,2782,19905,Yes,13,3,80,6,5,3
38,No,Travel Frequently,240,Research & Development,Life Sciences,803,Female,75,2,Manufacturing Director,Single,5980,26085,Yes,12,3,80,17,15,7
34,No,Travel Rarely,121,Research & Development,Medical,804,Female,86,1,Research Scientist,Single,4381,7530,No,11,3,80,6,6,5
35,No,Travel Rarely,384,Sales,Life Sciences,805,Female,72,1,Sales Representative,Married,2572,20317,No,16,3,80,3,3,2
30,No,Travel Rarely,921,Research & Development,Life Sciences,806,Male,38,1,Laboratory Technician,Married,3833,24375,No,21,4,80,7,2,2
40,No,Travel Frequently,791,Research & Development,Medical,807,Female,38,2,Healthcare Representative,Married,4244,9931,No,24,4,80,8,8,7
34,No,Travel Rarely,1111,Sales,Life Sciences,808,Female,93,2,Sales Executive,Married,6500,13305,No,17,3,80,6,3,2
42,No,Travel Frequently,570,Research & Development,Life Sciences,809,Male,66,5,Manager,Divorced,18430,16225,No,13,3,80,24,24,7
23,Yes,Travel Rarely,1243,Research & Development,Life Sciences,811,Male,63,1,Laboratory Technician,Married,1601,3445,Yes,21,4,80,1,0,0
24,No,Non-Travel,1092,Research & Development,Life Sciences,812,Male,60,1,Laboratory Technician,Divorced,2694,26551,No,11,3,80,1,1,0
52,No,Travel Rarely,1325,Research & Development,Life Sciences,813,Female,82,2,Laboratory Technician,Married,3149,21821,No,20,4,80,9,5,2
50,No,Travel Rarely,691,Research & Development,Medical,815,Male,64,4,Research Director,Married,17639,6881,No,16,3,80,30,4,3
29,Yes,Travel Rarely,805,Research & Development,Life Sciences,816,Female,36,1,Laboratory Technician,Married,2319,6689,Yes,11,3,80,1,1,0
33,No,Travel Rarely,213,Research & Development,Medical,817,Male,49,3,Research Director,Married,11691,25995,No,11,3,80,14,13,9
33,Yes,Travel Rarely,118,Sales,Marketing,819,Female,69,2,Sales Executive,Single,5324,26507,No,15,3,80,6,3,2
47,No,Travel Rarely,202,Research & Development,Other,820,Female,33,4,Manager,Married,16752,12982,Yes,11,3,80,26,26,14
36,No,Travel Rarely,676,Research & Development,Other,823,Female,35,2,Manufacturing Director,Married,5228,23361,No,15,3,80,10,9,7
29,No,Travel Rarely,1252,Research & Development,Life Sciences,824,Male,81,1,Research Scientist,Married,2700,23779,No,24,4,80,10,10,7
58,Yes,Travel Rarely,286,Research & Development,Life Sciences,825,Male,31,5,Research Director,Single,19246,25761,Yes,12,3,80,40,31,15
35,No,Travel Rarely,1258,Research & Development,Life Sciences,826,Female,40,1,Research Scientist,Single,2506,13301,No,13,3,80,7,2,2
42,No,Travel Rarely,932,Research & Development,Life Sciences,827,Female,43,2,Manufacturing Director,Married,6062,4051,Yes,13,3,80,8,4,3
28,Yes,Travel Rarely,890,Research & Development,Medical,828,Male,46,1,Research Scientist,Single,4382,16374,No,17,3,80,5,2,2
36,No,Travel Rarely,1041,Human Resources,Human Resources,829,Male,36,1,Human Resources,Married,2143,25527,No,13,3,80,8,5,2
32,No,Travel Rarely,859,Research & Development,Life Sciences,830,Female,98,2,Manufacturing Director,Married,6162,19124,No,12,3,80,14,14,13
40,No,Travel Frequently,720,Research & Development,Medical,832,Male,51,2,Laboratory Technician,Single,5094,11983,No,14,3,80,10,1,0
30,No,Travel Rarely,946,Research & Development,Medical,833,Female,52,2,Manufacturing Director,Single,6877,20234,Yes,24,4,80,12,0,0
45,No,Travel Rarely,252,Research & Development,Life Sciences,834,Female,95,1,Research Scientist,Single,2274,6153,No,14,3,80,1,1,0
42,No,Travel Rarely,933,Research & Development,Life Sciences,836,Male,98,2,Manufacturing Director,Married,4434,11806,No,13,3,80,10,9,8
38,No,Travel Frequently,471,Research & Development,Life Sciences,837,Male,45,2,Healthcare Representative,Divorced,6288,4284,No,15,3,80,13,4,3
34,No,Travel Frequently,702,Research & Development,Life Sciences,838,Female,100,1,Research Scientist,Single,2553,8306,No,16,3,80,6,5,2
49,Yes,Travel Rarely,1184,Sales,Marketing,840,Female,43,3,Sales Executive,Married,7654,5860,No,18,3,80,9,9,8
55,Yes,Travel Rarely,436,Sales,Medical,842,Male,37,2,Sales Executive,Single,5160,21519,No,16,3,80,12,9,7
43,No,Travel Rarely,589,Research & Development,Life Sciences,843,Male,94,4,Research Director,Married,17159,5200,No,24,4,80,22,4,1
27,No,Travel Rarely,269,Research & Development,Technical Degree,844,Male,42,3,Research Director,Divorced,12808,8842,Yes,16,3,80,9,9,8
35,No,Travel Rarely,950,Research & Development,Other,845,Male,59,3,Manufacturing Director,Single,10221,18869,No,21,4,80,17,8,5
28,No,Travel Rarely,760,Sales,Marketing,846,Female,81,2,Sales Executive,Married,4779,3698,Yes,20,4,80,8,8,7
34,No,Travel Rarely,829,Human Resources,Human Resources,847,Male,88,1,Human Resources,Married,3737,2243,No,19,3,80,4,3,2
26,Yes,Travel Frequently,887,Research & Development,Medical,848,Female,88,1,Research Scientist,Married,2366,20898,Yes,14,3,80,8,8,7
27,No,Non-Travel,443,Research & Development,Medical,850,Male,50,1,Research Scientist,Married,1706,16571,No,11,3,80,0,0,0
51,No,Travel Rarely,1318,Sales,Marketing,851,Female,66,4,Manager,Married,16307,5594,No,14,3,80,29,20,6
44,No,Travel Rarely,625,Research & Development,Medical,852,Male,50,2,Healthcare Representative,Single,5933,5197,No,12,3,80,10,5,2
25,No,Travel Rarely,180,Research & Development,Medical,854,Male,65,1,Research Scientist,Single,3424,21632,No,13,3,80,6,4,3
33,No,Travel Rarely,586,Sales,Medical,855,Male,48,2,Sales Executive,Divorced,4037,21816,No,22,4,80,9,9,8
35,No,Travel Rarely,1343,Research & Development,Medical,856,Female,53,1,Research Scientist,Single,2559,17852,No,11,3,80,6,6,5
36,No,Travel Rarely,928,Sales,Life Sciences,857,Male,56,2,Sales Executive,Married,6201,2823,Yes,14,3,80,18,18,14
32,No,Travel Rarely,117,Sales,Life Sciences,859,Male,73,2,Sales Executive,Divorced,4403,9250,No,11,3,80,8,5,2
30,No,Travel Frequently,1012,Research & Development,Life Sciences,861,Male,75,1,Research Scientist,Divorced,3761,2373,No,12,3,80,10,5,4
53,No,Travel Rarely,661,Sales,Marketing,862,Female,78,3,Sales Executive,Married,10934,20715,Yes,18,3,80,35,5,2
45,No,Travel Rarely,930,Sales,Marketing,864,Male,74,3,Sales Executive,Divorced,10761,19239,Yes,12,3,80,18,5,4
32,No,Travel Rarely,638,Research & Development,Medical,865,Female,91,2,Research Scientist,Married,5175,22162,No,12,3,80,9,5,3
52,No,Travel Frequently,890,Research & Development,Medical,867,Female,81,4,Manufacturing Director,Married,13826,19028,No,22,4,80,31,9,8
37,No,Travel Rarely,342,Sales,Marketing,868,Male,66,2,Sales Executive,Divorced,6334,24558,No,19,3,80,9,1,0
28,No,Travel Rarely,1169,Human Resources,Medical,869,Male,63,1,Human Resources,Divorced,4936,23965,No,13,3,80,6,5,1
22,No,Travel Rarely,1230,Research & Development,Life Sciences,872,Male,33,2,Manufacturing Director,Married,4775,19146,No,22,4,80,4,2,2
44,No,Travel Rarely,986,Research & Development,Life Sciences,874,Male,62,1,Laboratory Technician,Married,2818,5044,Yes,24,4,80,10,3,2
42,No,Travel Frequently,1271,Research & Development,Medical,875,Male,35,1,Research Scientist,Single,2515,9068,Yes,14,3,80,8,2,1
36,No,Travel Rarely,1278,Human Resources,Life Sciences,878,Male,77,1,Human Resources,Married,2342,8635,No,21,4,80,6,5,4
25,No,Travel Rarely,141,Sales,Other,879,Male,98,2,Sales Executive,Married,4194,14363,Yes,18,3,80,5,5,3
35,No,Travel Rarely,607,Research & Development,Life Sciences,880,Female,66,3,Manufacturing Director,Married,10685,23457,Yes,20,4,80,17,17,14
35,Yes,Travel Frequently,130,Research & Development,Life Sciences,881,Female,96,1,Research Scientist,Divorced,2022,16612,Yes,19,3,80,10,10,2
32,No,Non-Travel,300,Research & Development,Life Sciences,882,Male,61,1,Laboratory Technician,Divorced,2314,9148,No,12,3,80,4,3,0
25,No,Travel Rarely,583,Sales,Marketing,885,Male,87,2,Sales Executive,Married,4256,18154,No,12,3,80,5,5,2
49,No,Travel Rarely,1418,Research & Development,Technical Degree,887,Female,36,1,Research Scientist,Married,3580,10554,No,16,3,80,7,4,2
24,No,Non-Travel,1269,Research & Development,Life Sciences,888,Male,46,1,Laboratory Technician,Married,3162,10778,No,17,3,80,6,5,2
32,No,Travel Frequently,379,Sales,Life Sciences,889,Male,48,2,Sales Executive,Married,6524,8891,No,14,3,80,10,10,8
38,No,Travel Rarely,395,Sales,Marketing,893,Male,98,1,Sales Representative,Married,2899,12102,No,19,3,80,3,2,2
42,No,Travel Rarely,1265,Research & Development,Life Sciences,894,Female,95,2,Laboratory Technician,Married,5231,23726,Yes,13,3,80,17,5,3
31,No,Travel Rarely,1222,Research & Development,Life Sciences,895,Male,48,1,Research Scientist,Married,2356,14871,Yes,19,3,80,8,6,4
29,Yes,Travel Rarely,341,Sales,Medical,896,Female,48,1,Sales Representative,Divorced,2800,23522,Yes,19,3,80,5,3,2
53,No,Travel Rarely,868,Sales,Marketing,897,Male,73,4,Sales Executive,Married,11836,22789,No,14,3,80,28,2,0
35,No,Travel Rarely,672,Research & Development,Technical Degree,899,Male,78,3,Manufacturing Director,Married,10903,9129,No,16,3,80,16,13,10
37,No,Travel Frequently,1231,Sales,Medical,900,Female,54,1,Sales Representative,Married,2973,21222,No,15,3,80,10,5,4
53,No,Travel Rarely,102,Research & Development,Life Sciences,901,Female,72,4,Research Director,Single,14275,20206,No,18,3,80,33,12,9
43,No,Travel Frequently,422,Research & Development,Life Sciences,902,Female,33,2,Healthcare Representative,Married,5562,21782,No,13,3,80,12,5,2
47,No,Travel Rarely,249,Sales,Marketing,903,Female,35,2,Sales Executive,Married,4537,17783,Yes,22,4,80,8,7,6
37,No,Non-Travel,1252,Sales,Medical,904,Male,32,3,Sales Executive,Single,7642,4814,Yes,13,3,80,10,10,0
50,No,Non-Travel,881,Research & Development,Life Sciences,905,Male,98,4,Manager,Divorced,17924,4544,No,11,3,80,31,31,6
39,No,Travel Rarely,1383,Human Resources,Life Sciences,909,Female,42,2,Human Resources,Married,5204,7790,No,11,3,80,13,5,4
33,No,Travel Rarely,1075,Human Resources,Human Resources,910,Male,57,1,Human Resources,Divorced,2277,22650,Yes,11,3,80,7,4,3
32,Yes,Travel Rarely,374,Research & Development,Life Sciences,911,Male,87,1,Laboratory Technician,Single,2795,18016,Yes,24,4,80,1,1,0
29,No,Travel Rarely,1086,Research & Development,Medical,912,Female,62,1,Laboratory Technician,Divorced,2532,6054,No,14,3,80,8,4,3
44,No,Travel Rarely,661,Research & Development,Life Sciences,913,Male,61,1,Research Scientist,Married,2559,7508,Yes,13,3,80,8,8,7
28,No,Travel Rarely,821,Sales,Medical,916,Male,98,2,Sales Executive,Single,4908,24252,No,14,3,80,4,4,2
58,Yes,Travel Frequently,781,Research & Development,Life Sciences,918,Male,57,1,Laboratory Technician,Divorced,2380,13384,Yes,14,3,80,3,1,0
43,No,Travel Rarely,177,Research & Development,Life Sciences,920,Female,55,2,Manufacturing Director,Divorced,4765,23814,No,21,4,80,4,1,0
20,Yes,Travel Rarely,500,Sales,Medical,922,Female,49,1,Sales Representative,Single,2044,22052,No,13,3,80,2,2,2
21,Yes,Travel Rarely,1427,Research & Development,Other,923,Female,65,1,Research Scientist,Single,2693,8870,No,19,3,80,1,1,0
36,No,Travel Rarely,1425,Research & Development,Life Sciences,924,Male,68,2,Healthcare Representative,Married,6586,4821,Yes,17,3,80,17,16,8
47,No,Travel Rarely,1454,Sales,Life Sciences,925,Female,65,1,Sales Representative,Single,3294,13137,Yes,18,3,80,3,3,2
22,Yes,Travel Rarely,617,Research & Development,Life Sciences,926,Female,34,2,Manufacturing Director,Married,4171,10022,Yes,19,3,80,4,3,2
41,Yes,Travel Rarely,1085,Research & Development,Life Sciences,927,Female,57,1,Laboratory Technician,Divorced,2778,17725,Yes,13,3,80,10,7,7
28,No,Travel Rarely,995,Research & Development,Medical,930,Female,77,1,Research Scientist,Divorced,2377,9834,No,18,3,80,6,2,2
39,Yes,Travel Rarely,1122,Research & Development,Medical,932,Male,70,1,Laboratory Technician,Married,2404,4303,Yes,21,4,80,8,2,2
27,No,Travel Rarely,618,Research & Development,Life Sciences,933,Female,76,1,Research Scientist,Single,2318,17808,No,19,3,80,1,1,1
34,No,Travel Rarely,546,Research & Development,Life Sciences,934,Male,83,1,Laboratory Technician,Divorced,2008,6896,No,14,3,80,1,1,0
42,No,Travel Rarely,462,Sales,Medical,936,Female,68,2,Sales Executive,Single,6244,7824,No,17,3,80,10,5,4
33,No,Travel Rarely,1198,Research & Development,Other,939,Male,100,1,Research Scientist,Single,2799,3339,Yes,11,3,80,6,3,2
58,No,Travel Rarely,1272,Research & Development,Technical Degree,940,Female,37,3,Healthcare Representative,Divorced,10552,9255,Yes,13,3,80,24,6,0
31,No,Travel Rarely,154,Sales,Life Sciences,941,Male,41,1,Sales Representative,Married,2329,11737,No,15,3,80,13,7,7
35,No,Travel Rarely,1137,Research & Development,Life Sciences,942,Female,51,2,Healthcare Representative,Married,4014,19170,Yes,25,4,80,10,10,6
49,No,Travel Rarely,527,Research & Development,Other,944,Female,51,3,Laboratory Technician,Married,7403,22477,No,11,3,80,29,26,9
48,No,Travel Rarely,1469,Research & Development,Medical,945,Male,51,1,Research Scientist,Married,2259,5543,No,17,3,80,13,0,0
31,No,Non-Travel,1188,Sales,Marketing,947,Female,45,2,Sales Executive,Married,6932,24406,No,13,3,80,9,9,8
36,No,Travel Rarely,188,Research & Development,Other,949,Male,65,1,Research Scientist,Single,4678,23293,No,18,3,80,8,6,2
38,No,Travel Rarely,1333,Research & Development,Technical Degree,950,Female,80,3,Research Director,Married,13582,16292,No,13,3,80,15,15,12
32,No,Non-Travel,1184,Research & Development,Life Sciences,951,Female,70,1,Laboratory Technician,Married,2332,3974,No,20,4,80,5,3,0
25,Yes,Travel Rarely,867,Sales,Marketing,952,Male,36,1,Sales Representative,Married,2413,18798,Yes,18,3,80,1,1,0
40,No,Travel Rarely,658,Sales,Marketing,954,Male,67,3,Sales Executive,Divorced,9705,20652,No,12,3,80,11,1,0
26,No,Travel Frequently,1283,Sales,Medical,956,Male,52,2,Sales Executive,Single,4294,11148,No,12,3,80,7,7,7
41,No,Travel Rarely,263,Research & Development,Medical,957,Male,59,1,Laboratory Technician,Single,4721,3119,Yes,13,3,80,20,18,13
36,No,Travel Rarely,938,Research & Development,Medical,958,Male,79,1,Laboratory Technician,Single,2519,12287,No,21,4,80,16,11,8
19,Yes,Travel Rarely,419,Sales,Other,959,Male,37,1,Sales Representative,Single,2121,9947,Yes,13,3,80,1,1,0
20,Yes,Travel Rarely,129,Research & Development,Technical Degree,960,Male,84,1,Laboratory Technician,Single,2973,13008,No,19,3,80,1,1,0
31,No,Travel Rarely,616,Research & Development,Medical,961,Female,41,2,Healthcare Representative,Married,5855,17369,Yes,11,3,80,10,9,7
40,No,Travel Frequently,1469,Research & Development,Medical,964,Male,35,1,Research Scientist,Divorced,3617,25063,Yes,14,3,80,3,1,1
32,No,Travel Rarely,498,Research & Development,Medical,966,Female,93,2,Manufacturing Director,Married,6725,13554,No,12,3,80,8,8,7
36,Yes,Travel Rarely,530,Sales,Life Sciences,967,Male,51,3,Sales Executive,Married,10325,5518,Yes,11,3,80,16,16,7
33,No,Travel Rarely,1069,Research & Development,Life Sciences,969,Female,42,2,Healthcare Representative,Single,6949,12291,No,14,3,80,6,5,0
37,Yes,Travel Rarely,625,Sales,Life Sciences,970,Male,46,3,Sales Executive,Married,10609,14922,No,11,3,80,17,14,1
45,No,Non-Travel,805,Research & Development,Life Sciences,972,Male,57,2,Laboratory Technician,Married,4447,23163,No,12,3,80,9,9,7
29,No,Travel Frequently,1404,Sales,Technical Degree,974,Female,84,1,Sales Representative,Married,2157,18203,No,15,3,80,3,3,1
35,No,Travel Rarely,1219,Sales,Medical,975,Female,86,2,Sales Executive,Married,4601,6179,No,16,3,80,5,5,2
52,No,Travel Rarely,1053,Research & Development,Life Sciences,976,Male,70,4,Manager,Married,17099,13829,No,15,3,80,26,9,8
58,Yes,Travel Rarely,289,Research & Development,Technical Degree,977,Male,51,1,Research Scientist,Single,2479,26227,No,24,4,80,7,1,0
53,No,Travel Rarely,1376,Sales,Medical,981,Male,45,4,Manager,Divorced,14852,13938,No,13,3,80,22,17,13
30,No,Travel Rarely,231,Sales,Other,982,Male,62,3,Sales Executive,Divorced,7264,9977,No,11,3,80,10,8,4
38,No,Non-Travel,152,Sales,Technical Degree,983,Female,85,2,Sales Executive,Single,5666,19899,Yes,13,3,80,6,5,3
35,No,Travel Rarely,882,Sales,Life Sciences,984,Male,92,3,Sales Executive,Divorced,7823,6812,No,13,3,80,12,10,9
39,No,Travel Rarely,903,Sales,Life Sciences,985,Male,41,3,Sales Executive,Single,7880,2560,No,18,3,80,9,8,7
40,Yes,Non-Travel,1479,Sales,Life Sciences,986,Female,100,4,Sales Executive,Single,13194,17071,Yes,16,3,80,22,1,0
47,No,Travel Frequently,1379,Research & Development,Medical,987,Male,64,2,Manufacturing Director,Divorced,5067,6759,Yes,19,3,80,20,19,10
36,No,Non-Travel,1229,Sales,Technical Degree,990,Male,84,2,Sales Executive,Divorced,5079,25952,No,13,3,80,12,7,7
31,Yes,Non-Travel,335,Research & Development,Medical,991,Male,46,1,Research Scientist,Single,2321,10322,Yes,22,4,80,4,3,2
33,No,Non-Travel,722,Sales,Life Sciences,992,Male,38,4,Manager,Single,17444,20489,No,11,3,80,10,10,8
29,Yes,Travel Rarely,906,Research & Development,Life Sciences,994,Female,92,1,Research Scientist,Single,2404,11479,Yes,20,4,80,3,0,0
33,No,Travel Rarely,461,Research & Development,Life Sciences,995,Female,53,1,Research Scientist,Single,3452,17241,No,18,3,80,5,3,2
45,No,Travel Rarely,974,Research & Development,Medical,996,Female,91,1,Laboratory Technician,Divorced,2270,11005,No,14,3,80,8,5,3
50,No,Travel Rarely,1126,Research & Development,Medical,997,Male,66,4,Research Director,Divorced,17399,6615,No,22,4,80,32,5,4
33,No,Travel Frequently,827,Research & Development,Other,998,Female,84,2,Healthcare Representative,Married,5488,20161,Yes,13,3,80,6,6,5
41,No,Travel Frequently,840,Research & Development,Medical,999,Male,64,5,Research Director,Divorced,19419,3735,No,17,3,80,21,18,16
27,No,Travel Rarely,1134,Research & Development,Technical Degree,1001,Female,37,1,Laboratory Technician,Married,2811,12086,No,14,3,80,4,2,2
45,No,Non-Travel,248,Research & Development,Life Sciences,1002,Male,42,2,Laboratory Technician,Married,3633,14039,Yes,15,3,80,9,9,8
47,No,Travel Rarely,955,Sales,Life Sciences,1003,Female,83,2,Sales Executive,Single,4163,8571,Yes,17,3,80,9,9,0
30,Yes,Travel Rarely,138,Research & Development,Life Sciences,1004,Female,48,1,Research Scientist,Married,2132,11539,Yes,11,3,80,7,5,2
50,No,Travel Rarely,939,Research & Development,Life Sciences,1005,Male,95,4,Manufacturing Director,Married,13973,4161,Yes,18,3,80,22,12,11
38,No,Travel Frequently,1391,Research & Development,Medical,1006,Male,66,1,Research Scientist,Married,2684,12127,No,17,3,80,3,2,1
46,No,Travel Rarely,566,Research & Development,Medical,1007,Male,75,3,Manufacturing Director,Divorced,10845,24208,No,13,3,80,13,8,7
24,No,Travel Rarely,1206,Research & Development,Medical,1009,Female,41,2,Manufacturing Director,Divorced,4377,24117,No,15,3,80,5,4,2
35,Yes,Travel Rarely,622,Research & Development,Other,1010,Male,39,1,Laboratory Technician,Divorced,3743,10074,Yes,24,4,80,5,4,2
